,title,date,company,location,salary,description
1253,senior business analyst,11 Feb 2021,Manpower,Brisbane,135000.0,"this government department have a number of projects and structured internal activities currently being undertaken across the four directorates within the information and technology branches. these include but is not limited to: the transformation program which is intended to modernise and integrate critical information technology services that form part of the department's digital learning management applications., , as the senior business analyst, will be required to:, , , , this is a great opportunity to secure a contract through to 30th june 2021 with the option to extend. you will be offer up to $84 p/h for the duration of the assignment., , simply click apply to upload you up to date resume.,manpowergroup is committed to being a diversity confident recruiter and encourages applications from people from a diverse range of backgrounds, including people with a disability. please indicate your preferred method of communication in your resume and please let us know if you require any reasonable adjustments should you be contacted for an interview.,aboriginal and torres strait islander people are encouraged to apply.,by submitting your resume and other personal information with this application you are consenting to this information being collected in line with our privacy policy. follow the link to learn more - www.manpowergroup.com.au/privacy-policy,state: qld, licensee/s manpower services (australia) pty ltd, lhl-02026-d5l4q. state: qld, licensee/s greythorn pty ltd, lhl-02014-y5f6d. state: sa, licensee/s manpower services (australia) pty ltd, lhs 288856"
1254,senior business analyst,8 Feb 2021,Finite IT Recruitment Solutions,Sydney,135000.0," ,my client, a top tier banking/financial organisation, are seeking a senior business analyst to join their high performing team. the role will focus on a front office qliksense analytics platform, to extend data capabilities, and empowering data analytics of the company's balance sheet at a customer account level.,the role is required to provide data analysis & technical specifications for new dashboards & enhancements to existing dashboards within the analytics application. this will allow the team to analyse the organisation's balance sheet at a customer account / deal level across many metrics. along with a pre-trade entry compliance solution to ensure that all compliance requirements are complied with., ,if this sounds like an amazing fit for your skill set and you're actively seeking your next opportunity - please apply today. (s56), "
1255,test analyst - darwin,4 Feb 2021,TQA Consulting Pty Ltd,Darwin,135000.0,"tqa consulting is a testing consulting firm with a national presence. we are seeking a test analyst for an opportunity in darwin.,candidates only with full working rights in australia please apply,must hold a valid and current nt national police clearance (npc),please direct all queries and cv's to:, [link removed], "
1256,strategy and policy analyst,8 Feb 2021,Talent Street,Brisbane,135000.0,"talent street is looking for ,to work with large state queensland government organisation.,08 months with possible extension, this project is one of the top initiatives for the queensland premier over the next 4 years and provides an enabling platform for several key future queensland government initiatives. it involves significant customer change transition and the management of a complex network of impacted internal and external stakeholders to be successful. ,about the role: a strategy & policy analyst with high level analysis and communication skills is required to develop operational policy/approaches, options papers and associated materials. the successful candidate will have the ability to work quickly and effectively and be agile in response to rapidly shifting priorities and tight project time frames.,• actively participate in technical system or process analysis workshops and interpret existing policies, legislation and associated standards to inform system design and policy and strategy options or approaches.,• undertake research and analysis, considering regulatory frameworks, system requirements, system and business capacity, and complex customer interactions and government environments to develop succinct evidence-based briefs, approaches or options papers relating to system elements.,• develop succinct and easy to understand policy position or discussion papers using a policy development framework approach.,• prepare briefings and other correspondence through appropriate research and analysis, as well as engagement with subject matter experts, for the manager, strategy, policy &accessibility's review.,• prepare and develop executive-level briefs, reports and powerpoint presentations including charts and graphs for consideration and to meet reporting and governance requirements of the smart ticketing program.,• review and analyse policies to identify issues with alignment with new system capabilities and phased implementation approach.,• work autonomously and as part of a team on assigned work activities, providing regular updates to the manager (strategy, policy & accessibility), and escalating as required.,• support the manager (strategy, policy & accessibility) as required.,• working across multi-disciplinary teams to deliver their responsibilities, in particular the analysis of technical material, assessment of issues and development of policy options or approaches; and,• working proactively within a project to identify risks, issues and bottlenecks, and supporting activities required to mitigate them.,please reach out to ,at , to call at , for further information "
1257,business analysts - utilities,29 Jan 2021,Quality People,Brisbane,135000.0, 
1258,business and process analyst,3 Feb 2021,Lime Recruitment,Brisbane,135000.0,"lime recruitment is currently working with a large queensland freight company to recruit a business and process analyst contract to 30/6/21 (highly likely to extend),the business analyst, under the direction of the business process leader and project manager, will be responsible for performing as a business analyst on an agile product through the discovery phase and supporting the it team in business analysis, requirements gathering and scoping of continuous improvement initiatives.,ba support for it ci initiatives – engaging with business leads to validate and document business requirements and work with technical teams to provide enough detail for scope estimates. this may include supporting initiative through implementation if requirements are complex.,this position closes shortly so apply now or for more information contact cassandra manthey on , or email ,.  lime recruitment is queensland owned and operated and is a tier 1 preferred supplier to queensland government. for more information, visit www.limerecruitment.com"
1259,business process analyst - financial services,2 Feb 2021,Hudson - Project Services,Brisbane,135000.0,"enhance customer experience and engagement by mapping current-state and designing future-state for an insurance business evolution initiative.,our client, a busy financial services organisation, is currently undertaking a strategic program of work that focuses on the future delivery of services within their insurance business. they are seeking a 2 skilled process modellers to contribute to the delivery of the initiative. if successful, you will work closely with subject matter experts and bau areas to enhance customer experience and engagement by mapping their current state journey and designing future-state processes and procedures that better meet their needs.,this is an initial 3 month contract opportunity, with a likely extension, based in brisbane.,please submit your resume for consideration via the appropriate link. a cover letter demonstrating your relevant experience may also be reviewed.,should you wish to discuss, please contact kylie graham on , or samantha pagram on , quoting reference number: 198488. your interest will be treated in the strictest of confidence., , "
1260,product analyst - digital,4 Feb 2021,Finite IT Recruitment Solutions,Sydney,135000.0," ,this is a great opportunity for product analyst/digital consultant to join an established government agency and work on a really exciting digital product., , , ,the finite group is a multi-award-winning consultancy recognised across australia and new zealand for excellence in recruitment for the technology consultancy space. we have 20 years of year on year success. our teams specialise in the following areas of technology recruitment (contract and permanent): devops | business intelligence | big data | analytics | infrastructure | engineering | digital; ios android| front end development| back end development | ux | ui | research | project management | change management | adops | service delivery |, ,if you would like to be considered please apply for the role by clicking the apply button! (job reference s52)"
1261,senior business analyst - regulatory reporting,22 Jan 2021,Talenza,Sydney,135000.0,"want to work for one of the most reputable brands within the financial services market?, , i am looking for proactive, collaborative and ambitious business analysts with experience within the financial services industry, and specifically individuals with regulatory reporting experience., , this is a highly visible and business-critical project, working under some inspiring business leaders, offering a rare opportunity to develop breadth and dept of expertise., , to be considered for this opportunity you will:, ,this is a unique opportunity to join a fantastic organisation and continue your own personal development., , please apply if you come from a relevant background!, "
1262,senior business analyst,27 Jan 2021,Endeavour Group,Melbourne,135000.0,"the endeavour drink's ambition is bold, we want to be the world's best drinks retailer. we know that expectations of retail have never been higher so our transactions must be instant, and our services must be intuitive and personal. we are embarking on our next generation of growth, and we want you to be an influential part of it.,our family of leading brands is well respected and highly visible throughout australia, new zealand and the world; from dan murphy’s, our market leading destination drinks merchant, to our local convenience offering at bws, and our cellarmaster wines and langtons businesses with each of them commanding a leadership position in their respective category.,  , with an industry-leading technology team, backed by analytics, we’re resourceful and willing to experiment. our agile teams are empowered to innovate and deliver an awesome experience for our customers - no matter whether they choose to shop in-store, or online., here at endeavour group, we are embarking on our next generation of growth and we want you to be an influential part of it. our family of leading brands are well respected and highly visible throughout australia, new zealand and the world; from dan murphy’s, our market-leading destination drinks merchant, to our local convenience offering at bws as well as our jimmy brings, cellarmasters and langton’s businesses, our aim is to be the world's best drinks retailer., endeavour hub is based 5 minutes walk from central station with spaces for different activities such as collaboration, brainstorming or just chilling out playing ping pong. at endeavour, we also believe in flexible working, and our teams also have the option to work from home., this purpose of this role is to liaise with finance business and technology stakeholders for delivery of business requirements which form the basis of change to business processes, policies or systems, to ensure that the delivered solution meets the needs of the business., , , , above all, we are seeking innovators and thought leaders who will help us bring a little good to everyone, every day. #work180, as an inclusive, team-first company, our people are at the core of everything we do. ,  , we care deeply about creating a workplace where our team members feel valued, respected and empowered. we are committed to providing equal opportunity regardless of gender identity, ethnicity, disability, sexual orientation or life stage and we are proud to be recognised as a gold tier employer in the australian workplace equality index for lgbti inclusion., as our group continues to evolve, innovate and support our communities, we encourage our team members to do the same with their own careers, by providing ongoing opportunities to grow and make a real difference. ,  , we value flexibility, and encourage our team members to work in ways that meet their work/life commitments and support their wellbeing. ,  , we work hard to create a safe and inclusive environment for all, and most importantly, we're all about creating better experiences – for our customers and for each other.,  ,  , if you meet a number of the requirements, but not all, we encourage you to submit your application. this role is also open to applicants who are seeking part-time or flexible working arrangements.,  , you can learn more about working with us on linkedin or via www.wowcareers.com.au #li,  , our talent acquisition team and hiring leaders kindly request no unsolicited resumes or approaches from recruitment agencies. woolworths group is not responsible for any fees related to unsolicited resumes.,endeavour drinks comprises a diverse range of drinks businesses including bws, dan murphy’s, alh and pin
nacle drinks. we are focused on growing and transforming our businesses to meet the changing needs of customers and we’re driven by a culture that puts our customers and team first. our ambition is to connect everyone with a drinks experience they'll love.,as an inclusive, team-first company, our people are at the core of everything we do. ,we care deeply about creating a workplace where our team members feel valued, respected and empowered. we are committed to providing equal opportunity regardless of gender identity, ethnicity, disability or sexual orientation and we are proud to be recognised as a gold tier employer in the australian workplace equality index for lgbtq+ inclusion.,we value flexibility, and encourage our team members to work in ways that meet their work/life commitments and support their wellbeing. ,we work hard to create a safe and inclusive environment for all, and most importantly, we're all about creating better experiences – for our customers and for each other.,if you meet a number of the requirements, but not all, we encourage you to submit your application. you can follow us on linkedin or see more opportunities via www.wowcareers.com.au.,

"
1263,senior risk analyst,3 Feb 2021,Mars Recruitment,Sydney,135000.0,"an exciting opportunity has become available with a leading australian insurer to join their line 1 risk assurance & controls team. the role will interact heavily with the business performing a mixture of duties that include running workshops, training, conducting forums and more. due to this the ideal candidate will be coming from a consulting background working mainly across the risk & assurance space. the role will also involve coordinating the planning processes, develop and maintain fit for purpose reporting and manage day to day operational aspects of the function., , ,if you are interested in this role please either click apply or contact liam sweeney via "
1264,finance analyst - ict,26 Jan 2021,Charterhouse,Sydney,1620000.0," ,a strong people focussed organisation with very positive active input into local communities. this is an exciting opportunity to be fully responsible for managing the financial performance of a key department within the organisation.,they are based in the cbd and next to public transport, therefore easily accessible and close to everything. the organisation is in the process of returning to their offices., ,this is a long-term opportunity for someone immediately available who is looking for their next challenge. it is a great role for a strategic thinker with strong analytical skills with ict projects and departments.,the organisation is going through a large amount of business improvement and so would suit someone who enjoys working with different processes and systems. it is essential you have good excel skills and can use one of the main erp packages like sap.,click ,or contact matt bell on , for a confidential discussion.,www.charterhouse.com.au"
1265,business analyst,22 Jan 2021,Modis,Melbourne,135000.0,"our client in the government sector is looking for a highly experienced and committed business analyst to join the team., ,this key position will be focused on reviewing one or more product groupings, reviewing this against customer requirements and input, and then evaluating products, assigning a status, and supporting that analysis with findings. in this role you will be given the opportunity to make a tangible contribution to the continued innovation and success of the company., ,talented, committed, can-do individuals have always been the cornerstone of this dynamic business. it is expected that the successful candidate will bring energetic dynamics and a strong business analysis skill set to this organisation. , ,if you have what it takes to thrive in this role and want to know more, please reach out to , on ,is a national professional services company with global capability. awarded 2019 microsoft partner of the year, our committed and talented professionals have delivered world class it and business consulting services across a wide range of industries. you can read more about us here [link removed]., ,due to new privacy laws regarding the collection and handling of personal information, all applications must be submitted online. once you click on the ""apply for this job"" button below you will be directed to our online centre where you will have the opportunity to read and agree to our privacy and consent statements and it will allow your details to be formally lodged and processed correctly., , "
1266,investment performance analyst,18 Jan 2021,Halcyon Knights Pty Ltd,Brisbane,135000.0,"our cbd based, financial services client has a solid reputation in australia and internationally, delivering outcomes for their clients with a focus on infrastructure, real estate, multi-asset solutions, liquid strategies and private equity.,due to growth and continuous improvement across the organisation, an investment performance analyst is required to join this high-performing team.  reporting to the head of investment performance analytics, this senior role requires innovative thinking, dynamic problem solving, leadership and collaboration with stakeholders across the business to provide solutions for performance analytics required by the investment teams and clients. ,if you have the required skills and experience, please apply today.  if you would like to discuss this opportunity in more detail, please call andrew smith on , or email at , , "
1267,security operations analyst,1 Feb 2021,Aware Super,Melbourne,135000.0,"security operations analyst, , ,at aware super we believe that we do well through doing good. finding ways to support our communities is part of our dna and we have a track record of being bold and breaking new ground. we have always believed that we have a responsibility to invest in ways that deliver strong returns for members at the same time as improving our communities, building a more sustainable economy and supporting employment locally and globally., , aware super is one of australia's largest industry funds providing superannuation, advice and retirement solutions to those who teach, nurse, care, respond and help others in our communities. we offer a truly collaborative workplace that responds to rapid change, without losing sight of what is most important to us: our members. to learn more visit: https://awaresuper.com.au/member, , ,the security operations analyst is primarily responsible for leading the end-to-end response to security incidents. you'll also be responsible for ensuring technical implementation of the information security control framework, policies and procedures to ensure that aware super practices remain aligned to all relevant regulatory and industry standards., further, you will assess, triage and resolve all information security related incidents across the organisation and partner with internal stakeholders to ensure alignment and expectations are embedded in the business or technology workflows.,you will have demonstrated experience working within technology services with a high level of information security experience and expertise., , additionally you will also have:, we're passionate about providing an employee experience that is full of opportunity for our people to develop and grow in their careers. we provide employee benefits that truly make our workplace the best place to work including generous leave offerings, salary continuance insurance, flexible working, professional and personal development and health and well-being initiatives.,at aware super, we believe that diversity of thought, background and experience creates better outcomes for our people, members and communities. our people are focused on creating a diverse and dynamic environment that embraces and values differences and enables our team to bring their whole selves to work. we are proud to be consistently recognised as an employer of choice for gender equality and our ceo, deanne stewart, is a pay equity ambassador. our members are at the heart of everything we do, and we care deeply, deliver honourably, and lead bravely., , applicants must have the right to work in australia and will be subject to police and bankruptcy checks., "
1268,senior consultant / business analyst - financial crime,27 Jan 2021,Hydrogen Group Pty Ltd,Sydney,135000.0," , , $600-750 per day including super, , 6 months +, , asap - 4 weeks, , sydney (remote initially), , , this is a fantastic opportunity to join our client on a kyc project as a senior consultant / business analyst within their financial crime risk area., , , · deliver agreed outcomes to the highest quality and do so in a timely manner, · act as project lead on outcomes you own, · contribute to the development and lead implementation of project outcomes, · work with client teams per the authority delegated to you from time-to-time, · lead and document outcomes from workshops, · management of resources and act as the business intermediary between technology and business teams, · ensuring client deliverables are met and all processes and procedures are adhered to, · advanced verbal and written communication, · project / change management experience in an agile world including the ability to write business requirements, · drafting policies/procedure experience, · end to end understanding of how the banks of all sizes create and run financial crime functions, · in depth kyc and client life cycle management experience, please submit your cv asap and i will get back to you with more details if suitable.,..."
1269,senior financial risk analyst ,8 Feb 2021,Mars Recruitment,Sydney,135000.0,"this is a permanent opportunity to be a part of an excellent organisation with a bright future ahead. you will also gain experience allowing you to further growth over the coming years. this role creates a great opportunity to gain valuable industry experience.,if this sounds like your next move, get in touch with"
1270,business systems analyst,25 Jan 2021,u&u. Recruitment Partners,Sydney,135000.0,"our client is a premium australian manufacturing company with 400 employees spread across all capital cities. this company has a dynamic and friendly company culture based on family values, collaboration, inclusion and diversity. they are just about to kick off a project to upgrade their erp system from navision 4.0 to business central. their current business systems analyst will be working on the project full time so consequently they need to backfill that role on a 12-month fixed term contract. parking on-site will be provided for the successful candidate at their padstow head office.,reporting to the it manager, this role will be responsible for the maintenance and support of their current erp system (microsoft navision 4.0).,within the context of the role described above, the ideal applicant will be someone who has the following key experience / capabilities:,for more information or a confidential discussion please call , at u&u greater western sydney on , quoting reference number, or alternatively, apply online below. we look forward to receiving your application and assisting you with your job search. "
1271,business analyst,21 Jan 2021,M&T Resources,Melbourne,180000.0,"as the business analyst, you will be joining the product management capability, which will be undertaking a strategic review of its current product suite as part of that establishment. you will be responsible for capturing and document the information required of each product. also, completing analysis activities while working closely with a diverse range of stakeholders. ,to apply, hit the , button or contact jacquie on ,.,get in touch if you know someone suitable for this role and you could be eligible for our generous referral bonus.,download our talent insights & salary guide https://www.mtr.com.au/talent-insights-salary-guide-2020/"
1272,senior fraud analyst - fintech,19 Jan 2021,Bluefin Resources Pty Limited,Sydney,135000.0,"a leading fintech is seeking a senior fraud analyst to work across its consumer products. ,in this role you will be accountable for building rule based triggers to identify application & account level fraud. this organisation is looking to utilise more decision science to pick up, and mitigate, fraud related activity. whilst initially they will rely on rule based analytics, there will be opportunity to innovate utilising more sophisticated techniques i.e. predictive modelling/machine learning. ,duties would include;,requirements: ,to apply, please send your resume through the link below or for more information please contact alex slocombe on ,.,important: by submitting your email address and any other personal information when you apply to a job, you consent to such information being collected, held, used and disclosed in accordance with our collections notice and privacy policy.,http://www.bluefinresources.com.au/privacy-policy"
1273,business systems analyst - property sector,21 Jan 2021,Motion Recruitment,Sydney,135000.0,"my client is a commercial property group that manages a direct holding of properties and leases across australia, new zealand and further afield. they are committed to efficient and environmentally sustainable operating models and employ a team of market leading property professionals who are responsible for the planning, development, maintenance and leasing of their existing and prospective portfolio of properties.,as a business systems analyst you will be responsible for supporting all users of the company's property management, lease management and accounting solution. this will include day to day support, ongoing analysis, process improvement, enhancement projects, vendor management, reporting and training. in essence you will be the owner and sme of this business critical system., , "
1274,lead business analyst,28 Jan 2021,Civica International Pty Ltd,Melbourne,135000.0,"civica (www.civica.com) is a market-leading specialist in business-critical software applications, digital solutions and managed services that help teams and organisations around the world to transform the way they work. civica's managed services team helps our clients to more effectively reduce operating costs and risk across the end-to-end fines and enforcement management life cycle.,our team is proud to work within the sectors we do, where we make a real difference, contributing to the growth of the societies that we live in. want to join us and help continue our mission?,exceptional opportunity for a lead business analyst to join our civica justice business unit.you will have the opportunity to work closely with our client to understand their processes, and identify any potential gaps between system and processes. this role will also allow you to identify solutions and develop modules for the gaps identified. you will foster close partnership with developers, testers, product managers, clients and support personnel. this role will provide key input and organisation for agile ceremonies and organisation within the team.,we are looking for a highly organized and problem solver professional with excellent communication skills and ability to negotiate outcomes with internal and external stakeholders.,you will also have:,at civica we believe our people are our biggest asset and we pride ourselves on cultivating a supportive and modern working environment; whilst providing you with the tools you need to get the job done. we will offer what you would expect in today's modern work environments:,do we sound like a good match? if so then we would love to hear from you! please include a cover letter outlining how your experience, aspirations and values are a match, along with your resume and we will take it from there."
1275,senior business analyst,1 Feb 2021,M&T Resources,Sydney,135000.0," , , ,if this sounds like you, please feel free to reach out at  , [link removed] or , for confidential discussion., , ,get in touch if you know someone suitable for this role and you could be eligible for our generous referral bonus.,download our talent insights & salary guide https://www.mtr.com.au/talent-insights-salary-guide-2020/"
1276,senior technical business analyst,26 Jan 2021,M&T Resources,Sydney,135000.0,"we are currently working with a diverse financial services organisation who have a country wide presence, award winning products and a focus on delivering outstanding service to their varied client base. we are currently working alongside them on an ongoing demand for technical business analysts., ,to deliver against this we are seeking technical business analysts who have a strong banking background, ideally with a key focus on financial crime/aml or payments/cards,we need someone who can take the business requirements and turn them into technical specifications – possibly down to the data field mapping level., ,what we are looking for:, , ,if this interests you, and you are ticking the requirement boxes above, please apply directly or contact jamie for more information on , , ,get in touch if you know someone suitable for this role and you could be eligible for our generous referral bonus.,download our talent insights & salary guide https://www.mtr.com.au/talent-insights-salary-guide-2020/"
1277,senior security analyst - threat intelligence ,20 Jan 2021,Talenza,Sydney,135000.0,"talenza have partnered with a large australian banking and financial services enterprise on the search and selection of an security analyst sitting within the intelligence & risk team.,as an security analyst you will identify and analyse potential cyber threats and other security risks to the organisation and it's potential impact on the organisation's information and communications technology assets. you will research potential threats and vulnerabilities, which could include known cyber offences outside of the organisation targeting financial institutions, government agencies, or anything else of interest.,you will work along side three experience intelligence and risk professionals. the team is a member of various threat intelligence groups and has several intelligence sources which are reviewed and actioned to ensure the bank has the necessary security controls in place. you will work with the security operations centre (soc) and other teams to address the relevant threats and ensure the organisation is protected. this is an interesting and varied role, as identifiable threats evolve., "
1278,senior business analyst,5 Feb 2021,FinXL IT Professional Services,Melbourne,135000.0," , finxl it professional services is an established innovative australian company providing our clients with technology enabled business solutions and consulting services. as the 'go-to' mid-tier service provider for many australian and international clients, finxl enjoys a diverse client portfolio, boasting some of the industry's leading: telecommunication, banking and finance and commercial corporations, along with many state and federal government departments., , we are seeking an experienced senior business analyst to join a highly skilled team of consultants working across a large transformation / system replacement., , location can be flexible working on aest., , , , as part of the ba/qa practice team, working as a sr. ba with a dotted line relationship with the project manager and product owners. tasks will include defining requirements, manage stakeholders and create a well-organised, value focused product backlog. additionally you will be working with developers, co-ordinating junior ba's/testers' work to manage sprints and facilitate other agile delivery practices as needed., , , ,to apply for this fantastic opportunity, please create a cover letter outlining your reason(s) for consideration, along with an up to date catered c.v and 'apply now'., , please note that due to the volume of expected applications, only shortlisted individuals will be contacted., , "
1279,business analyst (4 positions available),22 Jan 2021,Capital Talent Consulting Pty Ltd,Brisbane,148790.40000000002," ,we are currently looking for four business analysts to work on a large digital transformation project with a qld govt department.  these contract roles are through until the end of the financial year with the possibility of extension. the program is intended to modernise and integrate critical information technology services that form part of the department’s digital learning management applications.,the senior business analyst will be required to:,ideally, we are looking for people with at least 5 years’ experience in a senior business analyst role or a role requiring business process analysis and improvement.   prior experience and knowledge or software implementation using agile methodology will be highly regarded.  you will need to be an excellent communicator to work with senior stakeholders and the business. ,if you are interested in this opportunity, please apply online now, or contact rachel viney on , for a discussion on the role., "
1280,it business analyst (o365) office 365,8 Feb 2021,Corptec Technology Partners,Melbourne,135000.0,"great opportunity to be part of one of australia's largest enterprises which is going through an exciting transformation program.,you will be responsible for supporting the project team through undertaking gap analysis, requirements gathering and preparing user stories. you will engage with various levels of stakeholders on a day to day basis.,while working on this exciting program, you will be supported by your project manager and your project team., , ,·         directly support the project manager when delivering project activities.,·         develop and compile excellent documentation.,·         undertake the development of the business case, document implementation, update and create business processes and conduct tests of business change.,·         analyze current state vs. future state.,·         undertake requirements gathering in order to translate technical change to the business.,·         perform gap analysis in order to effectively understand the required solutions., ,·         experience as a business analyst,·         exposure to, and experience with, agile delivery methodologies.,·         an understanding of the full project life-cycle and experience with business analysis techniques and project management methodologies when delivering project changes.,·         ,·         the ability to work effectively within a small team.,·         interpersonal and communication skills must be strong.,·         the ability to effectively liaise and communicate with stakeholders and build strong relationships.,·         an understanding of risk and change management methodologies."
1281,business analyst - map business processes,28 Jan 2021,Illuminate Search & Consulting,Sydney,135000.0,"you will join a large organisation in the personal care sector. we seek an engaging and experienced business analyst with an ability to work autonomously - 'hit the ground running' ,you will have strong agile skills and be adept in writing user stories, mapping ""as is"" and ""to be"" processes, facilitating workshops and engaging with the wider it team for design options.,it is very important that you can work independently and build relationships quickly. experience with servicenow, ,to apply for this role, please provide your resume in our preferred word or pdf format no larger than 1mb and quote job reference: 18688.,for any queries regarding this or other roles, please phone sally baikie on ,.,thank you for your interest and we will be in touch with those candidates ,that meet the position requirements and are an australian resident.,people from a diverse background are welcome to apply.,for a full listing of positions please visit , ,level 10, 50 margaret st, sydney nsw 2000,phone: "
1282,pmo analyst,27 Jan 2021,Finite IT Recruitment Solutions,Sydney,135000.0,"if this sounds like a great fit for your skill set, please apply today and heather will review your details (s11)"
1283,business process analyst | global bank | finance transformation,4 Feb 2021,Michael Page Accounting & Finance,Sydney,135000.0,"this role will play an important part in the transformation within capital division, process map across multiple sources to allow streamlining and automation of various complex processes., ,this leading financial group are looking for a high calibre business process analyst to play an integral part in a finance transformation. this bank are highly regarded within the market and cover a range of verticals including; asset management, private equity, wealth management, corporate banking, investment banking + much more., , , , , ,to apply online please click the ""apply"" button below. for a confidential discussion about this role please contact ross macdonald on."
1284,senior business analyst,5 Feb 2021,FinXL IT Professional Services,Adelaide,135000.0,"finxl it professional services is an established innovative australian company providing our clients with technology enabled business solutions and consulting services. as the 'go-to' mid-tier service provider for many australian and international clients, finxl enjoys a diverse client portfolio, boasting some of the industry's leading: telecommunication, banking and finance and commercial corporations, along with many state and federal government departments.,we are seeking multiple experienced , to join a highly skilled team of consultants working across a large transformation project for one of our biggest clients.,tasks will include defining requirements, manage stakeholders and create a well-organised, value focused product backlog. additionally, you will be working with developers, co-ordinating junior ba's/testers' work to manage sprints and facilitate other agile delivery practices as needed., , ,to apply for this exciting long-term contract opportunity, please create a cover letter outlining your reason(s) for consideration, along with a cv in ms word and 'apply now'.,for more info, call finxl it professional services on , and quote cr/002642, , , "
1285,senior business analyst - banking regulatory change,4 Feb 2021,T+O+M Executive,Sydney,135000.0,"we have a number of roles within the big four banks and are seeking experienced senior ba's to work on risk and regulatory change initiatives.,the successful candidate will play a critical role in identifying, monitoring, and managing the reporting information flow to a regulatory body. you will have a background in risk or regulatory projects.,the role sits in and ongoing body of work that has long-term delivery scope.,if you are interested in finding out more about this role, apply through seek here or send your cv in word format to "
1286,senior business analyst ,20 Jan 2021,Hudson - Project Services,Sydney,135000.0,"business analyst and senior business analysts opportunities available working at one of australia's leading financial services organisations within a core banking program,our client is a globally renowned consultancy specialising in digital solutions., ,we have both business analyst and senior business analysts opportunities available working at one of australia's leading financial services organisations within a core banking program. , , ,$120,000 - $130,000 + super, ,please note this is a permanent role and no sponsorhsip options are available. please apply via the link or send your cv to , , "
1287,senior business analyst - cards/payments,3 Feb 2021,M&T Resources,Sydney,135000.0,"our client is a leading australian banking organisation and a household name with an extremely strong brand, based in the sydney cbd.,if this sounds like you, please feel free to reach out at  , [link removed] or , for confidential discussion., ,get in touch if you know someone suitable for this role and you could be eligible for our generous referral bonus.,download our talent insights & salary guide https://www.mtr.com.au/talent-insights-salary-guide-2020/"
1288,change / business analyst,1 Feb 2021,Strata Results Recruitment,Yarra Valley & High Country,135000.0," , ,about the role:,you will need to be able to engage, collaborate and clearly communicate with, shop floor to top floor stakeholders to understand and document how they execute their business.,as change analyst you need to have senior experience in both business analysis mapping and the skills and methodology knowledge to become a successful change analyst.,you will be responsible for,documenting business process (as-is and to-be),facilitating workshops with key business stakeholders and subject matter experts,providing leadership, guidance and expert advice regarding the businesses processes,communication and validation of business processes & solutions with business leaders and the user community,identifying potential organisational impacts for input to the organisational change management processes,have hands on experience of being a change analyst equipped with knowledge of the complete change management stakeholder and end user methodology,upon joining, will need to be able to ‘hit the ground running’, ensuring that the team/business meets their deliverables.,we are searching for the ‘a’ team.  if you think you are one of the best in your area of expertise please apply, including a cover letter of how you meet the specific (and desirable if applicable) role requirements, by replying to this advert on seek.,you must be able to work and travel in australia without sponsorship "
1289,finance systems analyst - sap,22 Jan 2021,Chandler Macleod Group,Adelaide,135000.0," , , santos is one of the leading independent oil and gas producers in the asia-pacific region, supplying the energy needs of homes, businesses and major industries throughout australia and asia., , chandler macleod, in collaboration with santos, is currently seeking office and field-based professionals for contract opportunities across australia., , , , this role is part of a centralised financial services team that provides specialist finance sap services to all finance operations across santos. reporting to the senior finance analyst - financial systems, this position administers finance sap master data changes and supports the ongoing efficiency of the sap 4/hana system at santos. this position will require you to seek out and fix sap finance data integrity issues and participate in finance sap system month end close processes., , with sap 4/hana implementation having just concluded at santos, this is an exciting time to be joining the team!, , , , , , , , ,if this sounds like you, and you have the required experience, skills and qualifications for this contract opportunity, please 'apply' today., , we look forward to hearing from you., , , to be considered for this position you must have current work rights in australia (i.e. australian citizenship, permanent residency or eligible working visa). due to covid-19 implications, and the immediate requirement for this position, applicants who meet the role criteria and are residing within south australia will be prioritised., "
1290,jde functional consultant / business analyst,5 Feb 2021,Milestone Information Technology,Melbourne,135000.0,"our client is a leader in the logistics domain, with fantastic projects and career opportunities.  we are seeking a senior jde functional consultant / business analyst who will provide technical and functional subject matter expertise for our oracle jde enterpriseone (e1) finance, distribution, manufacturing, and planning modules and associated systems.  "
